path	size_bytes	mtime	git_status	file_type	sha256	classification	referenced_by	action	reason	canonical_path
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/gemm/kernel/sm90_tile_scheduler_stream_k.hpp	39022	1783157273	untracked	.hpp	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/gemm/kernel/sparse_gemm.h	13183	1783157273	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/gemm/kernel/sparse_gemm_with_visitor.h	8144	1783157273	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/gemm/kernel/static_tile_scheduler.hpp	16057	1783157273	untracked	.hpp	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/gemm/kernel/symm_universal.h	23881	1783157273	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/gemm/kernel/tile_scheduler.hpp	4414	1783157273	untracked	.hpp	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/gemm/kernel/tile_scheduler_params.h	58068	1783157273	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/gemm/kernel/trmm_universal.h	19518	1783157273	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/gemm/warp/default_mma_complex_tensor_op.h	20553	1783157274	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/gemm/warp/default_mma_sparse_tensor_op.h	6684	1783157274	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/gemm/warp/default_mma_tensor_op.h	5178	1783157274	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/gemm/warp/default_mma_tensor_op_sm80.h	12142	1783157274	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/gemm/warp/default_mma_with_reduction_tensor_op.h	4053	1783157274	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/gemm/warp/default_mma_wmma_tensor_op.h	4685	1783157274	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/gemm/warp/layernorm_scale_bias_transform.h	5691	1783157274	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/gemm/warp/mma.h	2619	1783157274	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/gemm/warp/mma_complex_tensor_op.h	37767	1783157274	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/gemm/warp/mma_complex_tensor_op_fast_f32.h	23132	1783157274	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/gemm/warp/mma_complex_tensor_op_tile_iterator_sm80.h	78519	1783157274	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/gemm/warp/mma_gaussian_complex_tensor_op.h	21178	1783157274	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/gemm/warp/mma_gaussian_complex_tensor_op_tile_iterator_sm80.h	14589	1783157274	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/gemm/warp/mma_mixed_input_tensor_op.h	20271	1783157274	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/gemm/warp/mma_planar_complex.h	6144	1783157274	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/gemm/warp/mma_simt.h	8419	1783157274	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/gemm/warp/mma_simt_policy.h	3079	1783157274	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/gemm/warp/mma_simt_tile_iterator.h	59793	1783157274	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/gemm/warp/mma_sparse_tensor_op.h	13497	1783157274	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/gemm/warp/mma_tensor_op.h	13956	1783157274	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/gemm/warp/mma_tensor_op_fast_f32.h	15721	1783157274	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/gemm/warp/mma_tensor_op_fragment_iterator.h	20472	1783157274	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/gemm/warp/mma_tensor_op_policy.h	2939	1783157274	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/gemm/warp/mma_tensor_op_sm70.h	8966	1783157274	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/gemm/warp/mma_tensor_op_tile_access_iterator.h	11017	1783157274	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/gemm/warp/mma_tensor_op_tile_iterator.h	135937	1783157274	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/gemm/warp/mma_tensor_op_tile_iterator_sm70.h	99553	1783157274	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/gemm/warp/mma_tensor_op_tile_iterator_sm80.h	75040	1783157274	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/gemm/warp/mma_tensor_op_tile_iterator_sparse.h	13151	1783157274	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/gemm/warp/mma_tensor_op_tile_iterator_wmma.h	27101	1783157274	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/gemm/warp/mma_tensor_op_wmma.h	7241	1783157274	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/gemm/warp/mma_with_reduction_tensor_op.h	17303	1783157274	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/gemm/warp/scale_bias_tile_iterator.h	19101	1783157274	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/gemm/warp/softmax_scale_bias_transform.h	4610	1783157274	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/gemm/warp/tile_iterator_planar_complex.h	8728	1783157274	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/gemm/thread/mma.h	3567	1783157273	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/gemm/thread/mma_sm50.h	15399	1783157273	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/gemm/thread/mma_sm60.h	29987	1783157273	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/gemm/thread/mma_sm61.h	8142	1783157273	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/gemm/threadblock/default_ell_mma.h	31930	1783157273	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/gemm/threadblock/default_gemv_core.h	6979	1783157273	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/gemm/threadblock/default_mma.h	35582	1783157273	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/gemm/threadblock/default_mma_core.h	5123	1783157273	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/gemm/threadblock/default_mma_core_simt.h	57426	1783157273	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/gemm/threadblock/default_mma_core_sm70.h	19257	1783157273	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/gemm/threadblock/default_mma_core_sm75.h	42310	1783157274	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/gemm/threadblock/default_mma_core_sm80.h	102804	1783157274	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/gemm/threadblock/default_mma_core_sparse_sm80.h	32106	1783157274	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/gemm/threadblock/default_mma_core_with_access_size.h	12650	1783157274	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/gemm/threadblock/default_mma_core_with_reduction.h	7387	1783157274	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/gemm/threadblock/default_mma_core_wmma.h	20975	1783157274	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/gemm/threadblock/default_mma_layernorm_mainloop_fusion.h	7998	1783157274	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/gemm/threadblock/default_mma_planar_complex_multistage.h	5110	1783157274	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/gemm/threadblock/default_mma_planar_complex_pipelined.h	4627	1783157274	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/gemm/threadblock/default_mma_softmax_mainloop_fusion.h	7113	1783157274	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/gemm/threadblock/default_mma_with_reduction.h	6323	1783157274	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/gemm/threadblock/default_multistage_mma_complex.h	7121	1783157274	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/gemm/threadblock/default_multistage_mma_complex_core.h	4959	1783157274	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/gemm/threadblock/default_multistage_mma_complex_core_sm80.h	65005	1783157274	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/gemm/threadblock/default_multistage_trmm_complex.h	25495	1783157274	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/gemm/threadblock/default_sparse_mma.h	8509	1783157274	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/gemm/threadblock/default_trmm.h	19515	1783157274	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/gemm/threadblock/ell_mma_multistage.h	24233	1783157274	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/gemm/threadblock/ell_mma_pipelined.h	13837	1783157274	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/gemm/threadblock/gemv.h	4726	1783157274	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/gemm/threadblock/index_remat.h	3652	1783157274	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/gemm/threadblock/mma_base.h	7823	1783157274	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/gemm/threadblock/mma_blas3_multistage.h	27600	1783157274	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/gemm/threadblock/mma_layernorm_mainloop_fusion_multistage.h	32816	1783157274	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/gemm/threadblock/mma_multistage.h	27801	1783157274	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/gemm/threadblock/mma_pipelined.h	15995	1783157274	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/gemm/threadblock/mma_planar_complex_base.h	6901	1783157274	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/gemm/threadblock/mma_planar_complex_multistage.h	22839	1783157274	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/gemm/threadblock/mma_planar_complex_pipelined.h	14747	1783157274	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/gemm/threadblock/mma_singlestage.h	9864	1783157274	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/gemm/threadblock/mma_softmax_mainloop_fusion_multistage.h	27246	1783157274	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/gemm/threadblock/mma_sparse_base.h	9210	1783157274	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/gemm/threadblock/mma_sparse_multistage.h	25557	1783157274	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/gemm/threadblock/mma_with_reduction_multistage.h	20395	1783157274	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/gemm/threadblock/threadblock_swizzle.h	15041	1783157274	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/gemm/threadblock/threadblock_swizzle_streamk.h	26627	1783157274	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/pipeline/pipeline.hpp	2091	1783157274	untracked	.hpp	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/pipeline/sm90_pipeline.hpp	37270	1783157274	untracked	.hpp	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/transform/pitch_linear_thread_map.h	33349	1783157274	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/transform/collective/sm90_wgmma_transpose.hpp	33948	1783157274	untracked	.hpp	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/transform/warp/vector_fragment_iterator.h	8828	1783157274	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/transform/thread/transpose.h	3835	1783157274	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/transform/thread/unary_op.h	4309	1783157274	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/transform/threadblock/ell_iterator.h	6181	1783157274	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/transform/threadblock/ell_predicated_tile_access_iterator.h	44443	1783157274	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/transform/threadblock/ell_predicated_tile_iterator.h	44309	1783157274	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/transform/threadblock/predicated_scale_bias_vector_access_iterator.h	12890	1783157274	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/transform/threadblock/predicated_scale_bias_vector_iterator.h	11097	1783157274	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/transform/threadblock/predicated_tile_access_iterator.h	72537	1783157274	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/transform/threadblock/predicated_tile_access_iterator_2dthreadtile.h	28232	1783157274	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/transform/threadblock/predicated_tile_access_iterator_params.h	10805	1783157274	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/transform/threadblock/predicated_tile_access_iterator_triangular_matrix.h	31412	1783157274	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/transform/threadblock/predicated_tile_iterator.h	62949	1783157274	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/transform/threadblock/predicated_tile_iterator_2dthreadtile.h	27175	1783157274	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/include/cutlass/transform/threadblock/predicated_tile_iterator_triangular_matrix.h	28064	1783157274	untracked	.h	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
